query,cls
"ЧТО-ТО МНЕ КАЖЕТСЯ, ЧТО ТУТ ЧТО-ТО УПУЩЕНО. ЕСТЬ ЕЩЕ ЧТО СКАЗАТЬ?",1
"Вроде понял, но хочется еще. Может, еще что-то добавишь?",1
А МОЖЕШЬ ПОПРОБОВАТЬ ОБЪЯСНИТЬ ЭТО ПО-ДРУГОМУ?,1
"Я так понял, но чего-то не хватает. Что еще стоит упомянуть",1
"прикольно, а еще что-то есть на эту тему",1
"Не улавливаю суть. Еще раз поясни, пожалуйста.",1
"ладно, а можешь это раскрыть еще больше",1
"Да ладно, еще раз и по-проще, пожалуйста.",1
"Я В ТУМАНЕ. МОЖЕШЬ ЕЩЕ РАЗ РАССКАЗАТЬ, ЧТО ТЫ ИМЕЕШЬ В ВИДУ",1
"Чет не могу войти в курс дела. Еще раз, но понятными словами.",1
"можешь еще раз рассказать об этом, но поподробнее?",1
вот тут я уже сбился с пути. еще попытка?,1
"понятно, но можешь рассказать еще, что ты знаешь об этом",1
"Не вижу связи. Еще раз поясни, пожалуйста.",1
"Неплохо, но что еще можно добавить к этому",1
"понятно, а что еще можно узнать на эту тему?",1
что-то у меня не складывается. еще попытка?,1
"я тут теряюсь. еще разок, пожалуйста.",1
